track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,estacion
Permission to Dance,BTS,1,2021,7,9,1801,2,608334048,125,A,Major,70,65,74,1,0,34,4,https://i.scdn.co/image/ab67616d0000b273a7e481899b7e0396f93d10b8,Verano
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,863756573,123,D,Major,82,80,86,1,0,30,13,https://i.scdn.co/image/ab67616d0000b273815cb538fd7821595b2bc8c5,Invierno
RAPSTAR,Polo G,1,2021,4,9,4731,0,797402345,81,F#,Major,79,44,54,41,0,13,24,https://i.scdn.co/image/ab67616d0000b273a493e05c99d8ec5e8020ff2b,Primavera
'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,0,1695712020,171,C#,Major,55,10,85,7,0,8,20,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,Primavera
Memories,Maroon 5,1,2019,9,20,9974,2,1759567999,91,B,Major,77,60,32,84,0,8,5,https://i.scdn.co/image/ab67616d0000b27386a8ab515de4b7aef28cd631,Verano
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,223319934,84,G,Minor,56,61,76,10,0,14,11,Not Found,Verano
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,620,0,54937991,115,F,Minor,90,74,54,16,0,13,28,https://i.scdn.co/image/ab67616d0000b27314d91ebdd6d7e2931322cc1a,Invierno
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,2021,10,14,580,0,258316038,122,F#,Minor,80,62,69,28,0,13,7,Not Found,Oto�o
Miï¿½ï¿½n,"Tini, Maria Becerra",2,2021,4,29,3406,16,596152090,92,D,Major,85,92,54,16,0,29,7,Not Found,Primavera
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,177129919,90,F#,Minor,63,75,75,17,0,11,8,Not Found,Oto�o
MAMIII,"Karol G, Becky G",2,2022,2,10,6809,28,716591492,94,E,Minor,84,90,70,9,0,14,8,Not Found,Invierno
Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,33966,0,1210599487,93,B,Major,81,53,78,18,0,6,24,https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5,Invierno
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590,5,246376690,130,D,Minor,51,50,76,30,0,10,7,https://i.scdn.co/image/ab67616d0000b2738916a2bb404bed6755f2bbbd,Invierno
Boyfriend,Dove Cameron,1,2022,2,11,3766,0,496311364,180,G,Minor,35,23,61,23,0,19,6,https://i.scdn.co/image/ab67616d0000b2730397f50cb9dc5393db5d08bc,Invierno
The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,31762,0,843309044,95,D#,Minor,92,31,89,3,0,8,25,https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5,Invierno
Light Switch,Charlie Puth,1,2022,1,19,4049,0,500340342,184,F#,Major,69,91,63,11,0,9,31,https://i.scdn.co/image/ab67616d0000b27335d2e0ed94a934f2cc46fa49,Invierno
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0,107255472,147,G#,Minor,47,50,80,10,0,32,38,Not Found,Invierno
Brividi,"Mahmood, Blanco",2,2022,2,2,1175,0,135079152,123,G,Major,52,44,60,40,0,26,3,https://i.scdn.co/image/ab67616d0000b273ac4a7d6e5e77c52ba430278b,Invierno
Lost,Frank Ocean,1,2012,1,1,29499,11,822239726,123,A#,Minor,91,49,61,3,0,17,22,https://i.scdn.co/image/ab67616d0000b2737aede4855f6d0d738012e2e5,Invierno
In Da Club,50 Cent,1,2002,1,1,30427,7,1202722675,90,F#,Minor,90,79,71,26,0,7,37,https://i.scdn.co/image/ab67616d0000b273f7f74100d5cc850e01172cbf,Invierno
she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054,160,D,Minor,61,65,64,1,0,12,4,https://i.scdn.co/image/ab67616d0000b273f7108342ef45a402af8206b2,Invierno
Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0,240769997,115,C#,Major,60,37,71,8,0,48,4,https://i.scdn.co/image/ab67616d0000b273581915272a4ffd12551c0202,Verano
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,0,426204830,141,D#,Major,37,17,67,2,0,34,9,https://i.scdn.co/image/ab67616d0000b27325c4bac75a46caa3e645896a,Verano
Notion,The Rare Occasions,1,2016,8,5,2393,0,421135627,160,A,Major,31,30,88,7,0,8,8,https://i.scdn.co/image/ab67616d0000b273598721fc8c9dde3f65a73a08,Verano
Formula,Labrinth,1,2019,10,4,3444,7,554875730,145,B,Major,57,23,66,4,6,15,4,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,Oto�o
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,327498031,95,F,Minor,84,49,72,8,0,15,8,Not Found,Verano
Cigarettes,Juice WRLD,1,2021,12,10,975,0,185408548,160,D,Major,60,47,62,3,0,38,4,https://i.scdn.co/image/ab67616d0000b2737459992b444de38842b9bee7,Oto�o
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7,2022,1,14,1034,1,245400167,174,F,Minor,67,74,75,44,0,7,30,Not Found,Invierno
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,0,579395142,92,G,Major,77,76,84,3,0,38,4,Not Found,Invierno
Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,19067,0,675039469,134,G#,Major,93,61,74,9,0,17,8,Not Found,Invierno
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,2,252871192,172,B,Minor,31,4,86,1,0,28,17,https://i.scdn.co/image/ab67616d0000b273aad205f4a52b5c988d86c25f,Oto�o
Mujeriego,Ryan Castro,1,2021,12,17,1492,0,231996128,80,A,Major,76,92,62,6,0,8,13,https://i.scdn.co/image/ab67616d0000b2730193b30d2ad5ecd9ac3f26aa,Oto�o
HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,1,1929770265,150,C#,Minor,91,42,60,0,0,9,12,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,Primavera
Stan,"Eminem, Dido",2,1999,11,21,17115,0,918915401,80,F#,Minor,78,53,74,4,0,45,21,https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42,Oto�o
Contection,"GODZZ__-, Zakaria",2,2020,1,16,6955,0,1180896317,166,A#,Minor,81,83,75,14,0,29,34,https://i.scdn.co/image/ab67616d0000b2735dabace2f8e176a8727e3f95,Invierno
Swim,Chase Atlantic,1,2017,10,4,2742,0,498960285,120,G#,Major,67,8,54,27,0,8,4,https://i.scdn.co/image/ab67616d0000b2735a0c2870f4f309e382d1fad6,Oto�o
Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,258714692,85,G#,Minor,74,61,52,30,0,26,9,https://i.scdn.co/image/ab67616d0000b273dc0353a5801934f9a4bac01d,Invierno
212,"Mainstreet, Chefin",2,2022,1,15,352,0,143139338,154,D,Minor,79,86,52,66,0,9,7,Not Found,Invierno
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0,209768491,92,D,Minor,73,37,74,28,0,14,6,Not Found,Oto�o
Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,847,0,64714573,140,B,Major,89,75,70,6,0,13,5,https://i.scdn.co/image/ab67616d0000b2738c10ac7c3a733632833c3d88,Invierno
Worst Day,Future,1,2022,2,11,910,0,50746620,89,C#,Major,65,60,60,11,0,10,40,https://i.scdn.co/image/ab67616d0000b2737e83b7d94b668d9ea94fe7ec,Invierno
Malvada,Zï¿½ï¿½ Fe,1,2022,1,28,601,0,154119539,135,F,Minor,89,89,86,16,0,8,5,Not Found,Invierno
Hrs and Hrs,Muni Long,1,2021,11,19,1800,0,181328253,140,G#,Minor,51,66,53,60,0,11,18,https://i.scdn.co/image/ab67616d0000b273d424d6448da5d51e00f6fda7,Oto�o
Alien Blues,Vundabar,1,2015,7,24,1930,0,370068639,82,D#,Major,47,44,76,8,91,9,3,https://i.scdn.co/image/ab67616d0000b273578b0e6109b76bad0821ca71,Verano
Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,0,2280566092,79,D,Major,78,58,45,47,0,18,3,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd,Invierno
Still Don't Know My Name,Labrinth,1,2019,10,4,6332,0,563902868,88,F,Major,31,31,63,47,27,21,12,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,Oto�o
Christmas Tree,V,1,2021,12,24,509,9,317622165,139,F,Major,44,18,38,70,0,12,4,https://i.scdn.co/image/ab67616d0000b2738764ebc69bd91a01cc3948a2,Invierno
When I R.I.P.,Labrinth,1,2019,10,4,2578,0,203680270,80,G#,Minor,39,45,55,73,0,9,21,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,Oto�o
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,1064,0,81350745,120,C#,Minor,84,54,51,47,0,12,40,https://i.scdn.co/image/ab67616d0000b2737df334f26d1e55dfba843463,Invierno
Forever,Labrinth,1,2019,10,4,3618,0,282883169,80,E,Minor,56,19,46,92,72,11,3,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,Oto�o
Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,4,1040,0,64787943,117,C#,Major,92,62,86,11,0,24,24,Not Found,Invierno
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2,2019,6,19,15010,2,2484812918,117,A,Minor,76,77,52,4,0,8,3,Not Found,Primavera
NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,0,461437791,140,F,Minor,62,46,73,10,0,67,11,https://i.scdn.co/image/ab67616d0000b2737005885df706891a3c182a57,Primavera
Adore You,Harry Styles,1,2019,12,6,13454,1,1439191367,99,G#,Major,68,57,77,2,0,10,5,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,Oto�o
La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,4890,20,759208783,93,C#,Major,74,59,87,3,0,8,5,Not Found,Invierno
Something In The Way - Remastered 2021,Nirvana,1,1991,9,24,9514,0,368646862,106,G#,Major,44,8,20,74,42,11,3,https://i.scdn.co/image/ab67616d0000b2739aa37e5baca62ca6cc98d056,Oto�o
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,3501,0,299634472,124,G,Major,81,68,63,17,0,10,22,Not Found,Invierno
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,6111,4,756907987,95,G#,Major,76,96,70,18,0,33,4,https://i.scdn.co/image/ab67616d0000b273364ef5f9057092741f667fea,Invierno
Una Noche en Medellï¿½,Cris Mj,1,2022,1,21,5415,32,682475162,96,A#,Minor,87,82,53,10,0,5,8,https://i.scdn.co/image/ab67616d0000b273be60f176970cdde893632dd8,Invierno
Envolver,Anitta,1,2021,11,11,4673,2,546191065,92,E,Minor,81,40,73,15,0,9,8,https://i.scdn.co/image/ab67616d0000b27332f29a61d5e3c3bb3c7ae510,Oto�o
Starlight,Dave,1,2022,3,3,1856,3,229473310,124,G,Major,95,36,37,35,0,10,28,https://i.scdn.co/image/ab67616d0000b27320ce6b27651688ee8969cb2e,Invierno
Hati-Hati di Jalan,Tulus,1,2022,3,3,200,2,202677468,72,F#,Major,64,76,44,70,9,12,4,https://i.scdn.co/image/ab67616d0000b273b55d26c578e30129b0a7e86e,Invierno
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,911,2,208166039,135,A,Minor,78,55,57,4,0,10,8,Not Found,Invierno
Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2004,5,4,2954,2,527033089,95,A#,Major,81,56,70,4,0,5,24,https://i.scdn.co/image/ab67616d0000b27387d3146807ad53b05a7daaac,Primavera
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,461,0,94616487,71,C#,Minor,59,70,74,56,0,11,40,Not Found,Invierno
Jordan,Ryan Castro,1,2021,4,30,2844,2,394030335,180,A#,Minor,80,71,68,6,0,10,37,https://i.scdn.co/image/ab67616d0000b27382102cabb8e9ae044fc3db62,Primavera
Nail Tech,Jack Harlow,1,2022,2,18,2939,0,193443895,150,E,Minor,65,11,58,0,0,12,9,https://i.scdn.co/image/ab67616d0000b273ddd85c9c585e663fc5431c2a,Invierno
Chale,Eden Muï¿½ï,1,2022,2,18,695,11,299648208,189,G#,Major,55,86,44,40,0,7,4,Not Found,Invierno
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,16,319757142,140,G,Major,59,73,45,44,0,34,3,https://i.scdn.co/image/ab67616d0000b27365006bd1837710248501315c,Invierno
Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,1729,0,153240879,104,D,Minor,80,24,65,2,0,9,4,https://i.scdn.co/image/ab67616d0000b2739d272936b9368c8d7fd2e6ef,Invierno
this is what falling in love feels like,JVKE,1,2021,9,3,2005,0,346127840,129,B,Major,42,33,44,62,0,8,6,https://i.scdn.co/image/ab67616d0000b273c2504e80ba2f258697ab2954,Verano
La Zona,Bad Bunny,1,2020,2,29,1188,0,312622938,94,C#,Minor,76,81,80,20,0,25,4,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,Invierno
Hope,XXXTENTACION,1,2018,3,16,3659,0,1200808494,146,A,Minor,59,23,46,66,0,15,6,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,Invierno
Levitating,Dua Lipa,1,2020,3,27,9833,0,797196073,103,F#,Minor,69,90,88,5,0,29,8,https://i.scdn.co/image/ab67616d0000b273d4daf28d55fe4197ede848be,Primavera
Wake Me Up - Radio Edit,Avicii,1,2013,1,1,50887,34,1970673297,124,D,Major,53,66,78,0,0,16,5,https://i.scdn.co/image/ab67616d0000b2731d7b056c2044321bac7e6b40,Invierno
"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3257,0,665765558,164,A#,Minor,70,71,58,24,0,7,13,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,Primavera
Monï¿½ï¿½y so,YEAT,1,2021,9,10,1473,0,263779030,138,D,Major,69,35,57,12,0,10,9,Not Found,Verano
Demasiadas Mujeres,C. Tangana,1,2020,10,8,2226,0,339473453,126,A,Minor,67,37,46,13,0,10,39,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,Oto�o
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2204080728,103,B,Minor,61,47,65,3,0,17,4,https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94,Invierno
Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,2591224264,95,G#,Major,75,64,52,41,0,11,3,https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453,Primavera
O.O,NMIXX,1,2022,2,22,290,0,135444283,200,B,Minor,39,28,77,4,0,6,29,https://i.scdn.co/image/ab67616d0000b27386ca91e718866f411c01db5e,Invierno
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,0,236872197,98,F#,Minor,68,33,43,38,0,36,14,https://i.scdn.co/image/ab67616d0000b2732186eb1b0b5436f858c0508c,Verano
First Class,Jack Harlow,1,2022,4,8,8737,0,694525298,107,G#,Major,91,32,56,3,0,11,10,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb,Primavera
Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21,421365166,92,G#,Major,45,27,67,32,0,13,14,https://i.scdn.co/image/ab67616d0000b273be462dd5903fb27996331b48,Invierno
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,349746291,90,G,Major,81,59,83,9,0,11,5,Not Found,Primavera
When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,255120451,147,F,Major,60,58,69,2,0,58,4,https://i.scdn.co/image/ab67616d0000b273dad0775943c1a826bfed3117,Primavera
In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339,143,C#,Major,68,41,55,16,0,10,12,https://i.scdn.co/image/ab67616d0000b2731e6a9d4ce04b67a455ed6b8c,Primavera
Wait a Minute!,Willow,1,2015,1,11,11985,0,924193303,101,D#,Minor,76,63,71,3,0,10,3,https://i.scdn.co/image/ab67616d0000b2736ee651e65c3766d80e7fcab7,Invierno
LOVE DIVE,IVE,1,2022,4,5,753,8,305771063,118,C#,Minor,70,54,71,0,0,33,4,https://i.scdn.co/image/ab67616d0000b2739016f58cc49e6473e1207093,Primavera
Pantysito,"Feid, Alejo, Robi",3,2022,3,18,2995,0,273005485,98,G,Minor,83,63,74,14,0,16,6,Not Found,Invierno
Chance,Paulo Londra,1,2022,4,6,225,0,89566512,138,C#,Minor,72,22,46,24,0,9,6,https://i.scdn.co/image/ab67616d0000b273cb74f60124f5268784563f0b,Primavera
Cool for the Summer,Demi Lovato,1,2015,1,1,9243,0,677389855,114,F,Minor,59,30,62,1,0,8,4,https://i.scdn.co/image/ab67616d0000b273ed164cf1c10f028e8f528784,Invierno
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,918,0,75476209,180,G,Minor,63,45,64,34,0,9,8,https://i.scdn.co/image/ab67616d0000b27317f56db9be0ac58807c82899,Primavera
Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328,145,B,Major,56,41,57,1,0,13,3,https://i.scdn.co/image/ab67616d0000b2735cf05521594fbf41d2a48893,Verano
Vampiro,"Matuï¿½ï¿½, Wiu, ",3,2022,1,30,540,4,187772591,115,G#,Minor,78,63,64,1,0,7,4,Not Found,Invierno
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,859,0,178512385,82,A#,Major,79,48,84,13,0,21,23,Not Found,Primavera
Right On,Lil Baby,1,2022,4,8,1116,0,101780047,166,D,Major,70,22,61,2,0,10,34,https://i.scdn.co/image/ab67616d0000b2736c6827c3fb94b95e5ff4a4aa,Primavera
That's Hilarious,Charlie Puth,1,2022,4,8,686,2,146363130,108,F#,Major,71,55,44,74,0,11,6,https://i.scdn.co/image/ab67616d0000b273a3b39c1651a617bb09800fd8,Primavera
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,0,126443991,84,E,Minor,71,63,45,45,0,11,3,https://i.scdn.co/image/ab67616d0000b273ab621620bbfb20009cdc855e,Primavera
RUMBATï¿½,Daddy Yankee,1,2022,3,25,1264,0,157990698,95,D#,Minor,69,90,91,6,0,35,4,Not Found,Primavera
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,870,0,176290831,135,D#,Minor,93,77,45,25,0,13,27,Not Found,Invierno
Falling,Harry Styles,1,2019,12,13,7556,0,1023187129,110,E,Major,57,6,27,84,0,9,3,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,Oto�o
Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1370,0,106933107,88,G,Major,89,59,64,5,0,19,7,Not Found,Oto�o
Fim de Semana no Rio,teto,1,2022,3,30,315,2,139193812,119,C#,Minor,87,28,50,12,0,10,10,https://i.scdn.co/image/ab67616d0000b273acb087ed5213035b71ef7a80,Primavera
MANIAC,Stray Kids,1,2022,3,18,651,0,212234990,120,C#,Major,58,71,80,15,0,7,41,https://i.scdn.co/image/ab67616d0000b2733613e1e0d35867a0814005a9,Invierno
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0,1714490998,122,D,Major,86,97,80,36,0,9,6,https://i.scdn.co/image/ab67616d0000b273ea3ef7697cfd5705b8f47521,Oto�o
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,625,0,197643795,98,F,Major,78,83,75,41,0,27,8,Not Found,Invierno
Golden,Harry Styles,1,2019,12,13,8429,1,807015863,140,E,Minor,45,25,84,21,0,13,6,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,Oto�o
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0,933815613,116,F#,Minor,79,87,81,4,0,10,4,Not Found,Invierno
Ain't Shit,Doja Cat,1,2021,6,25,3436,0,499710590,124,D#,Major,86,62,49,51,0,35,21,Not Found,Verano
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,918,0,120847157,105,A,Minor,91,73,72,13,0,9,15,Not Found,Invierno
Still Life,BIGBANG,1,2022,4,5,181,0,53909146,118,G#,Major,68,24,58,44,0,6,3,https://i.scdn.co/image/ab67616d0000b273eb136d1be54b1ef8273c0699,Primavera
Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932,108,E,Major,61,20,38,61,0,10,5,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd,Primavera
Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722,100,E,Major,61,53,38,84,0,28,44,https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de,Oto�o
N95,Kendrick Lamar,1,2022,5,13,5542,0,301242089,140,D#,Minor,81,39,66,38,0,12,14,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,Primavera
About Damn Time,Lizzo,1,2022,4,14,9021,0,723894473,109,A#,Minor,84,72,74,10,0,34,7,https://i.scdn.co/image/ab67616d0000b273b817e721691aff3d67f26c04,Primavera
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,237351106,101,C#,Minor,78,40,74,36,0,17,27,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,Primavera
Despuï¿½ï¿½s de la P,Bad Bunny,1,2022,5,6,2229,0,461558540,78,F,Major,56,61,90,36,0,18,31,Not Found,Primavera
United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,156898322,87,G#,Major,52,32,83,24,0,17,43,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,Primavera
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,3107,0,127309180,153,A#,Minor,55,50,78,19,0,11,35,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,Primavera
Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,0,173702135,96,A#,Minor,85,41,43,39,0,12,21,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,Primavera
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,0,305650299,85,A#,Major,71,43,65,23,0,9,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,Primavera
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,3028,0,123216717,140,C#,Minor,92,78,57,46,0,14,9,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,Primavera
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,8,479655659,196,B,Minor,66,58,79,23,0,22,20,Not Found,Primavera
Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,126191104,134,G,Major,78,51,43,69,0,14,9,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,Primavera
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1195,0,344055883,103,C#,Minor,80,45,62,76,0,10,38,Not Found,Primavera
Dos Mil 16,Bad Bunny,1,2022,5,6,892,3,338422004,130,C#,Major,82,50,67,12,0,13,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,Primavera
We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,1635,0,68895644,108,B,Major,65,52,69,31,0,8,36,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,Primavera
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2291,0,86176890,123,G#,Major,61,66,71,53,0,32,46,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,Primavera
Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558,152,B,Major,84,74,69,21,0,18,6,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,Primavera
Otro Atardecer,"Bad Bunny, The Marï¿½ï",2,2022,5,6,1681,7,319546754,108,D,Major,78,55,60,59,0,7,4,Not Found,Primavera
Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1480,0,61739839,72,A#,Minor,56,56,47,76,0,8,36,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,Primavera
Aguacero,Bad Bunny,1,2022,5,6,829,0,283359161,121,F#,Minor,86,67,65,42,0,35,7,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,Primavera
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,2308,0,76831876,138,D#,Minor,57,71,82,19,0,15,29,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,Primavera
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,1,283332261,188,F,Minor,50,41,50,69,0,12,6,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,Primavera
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,0,307752576,110,C#,Major,80,26,85,23,0,11,21,https://i.scdn.co/image/ab67616d0000b27353f35bf4da7e552b28d409dd,Invierno
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,1,2022,5,6,1112,3,279737940,105,G#,Major,81,77,79,19,0,47,8,Not Found,Primavera
El Apagï¿½,Bad Bunny,1,2022,5,6,1209,0,212351890,118,G#,Major,63,60,70,5,0,9,31,Not Found,Primavera
Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539,15,1304313953,176,D,Major,61,24,62,60,0,24,31,https://i.scdn.co/image/ab67616d0000b2734aef420e62863ebf622c27f5,Primavera
Dua Lipa,Jack Harlow,1,2022,5,6,1992,0,150500965,158,B,Major,83,41,65,0,10,11,8,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb,Primavera
Agosto,Bad Bunny,1,2022,5,6,897,0,246127838,115,C#,Minor,85,72,58,9,0,49,12,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,Primavera
House Of Memories,Panic! At The Disco,1,2016,1,15,2948,0,582863434,110,B,Minor,51,48,82,0,0,5,3,https://i.scdn.co/image/ab67616d0000b27323152d9337d6c57b116ed13a,Invierno
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,1860,0,58687425,174,A,Major,73,26,54,30,0,34,32,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,Primavera
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802,0,212109195,130,E,Major,91,91,96,3,0,3,9,https://i.scdn.co/image/ab67616d0000b273b5c128b71507ef309ff4912e,Primavera
